,商品链接,商品标题,划线价,活动价,促销价,活动信息,详细活动信息,优惠券信息,月销量,累计评论
97,http://item.taobao.com/item.htm?id=595492174761,老宋的微醺23点 德国野格圣鹿利口酒700ml蓝鲸莫斯卡托香槟起泡酒,258.00,,168.00,超值优惠,,淘金币可抵5.04元,357,4395
98,http://item.taobao.com/item.htm?id=40303391431,日本正规进口三得利SUNTORY角瓶威士忌角牌嗨棒促销洋酒烈酒700ml,168.00,,,,,"淘金币可抵3.36元
满220减10",132,714
99,http://item.taobao.com/item.htm?id=586490606506,杰克丹尼田纳西洲威士忌50ml洋酒小酒版 玻璃瓶酒办JACK DANIEL's,17.80,,,,,,354,464
100,http://item.taobao.com/item.htm?id=549735931502,启德洋酒杰克丹尼威士忌JackDaniel's美国进口700m婚庆聚会派对酒,59.00-254.00,,,,,"淘金币最高可抵商品价 3%
30元店铺优惠券，满700元可用 领取
20元店铺优惠券，满500元可用 领取",256,1171
101,http://item.taobao.com/item.htm?id=16976048255,Jack Daniels 杰克丹尼田纳西州威士忌酒 美国进口洋酒正品行货,175.00,,118.00,促销活动,,,319,1275
102,http://item.taobao.com/item.htm?id=24563744400,百加得白朗姆750ml 百家得白超级朗姆百加得朗姆酒烘焙新包装40度,56.00-142.00,,,,,,154,774
103,http://item.taobao.com/item.htm?id=36827558059,洋酒 孟买蓝宝石金酒 伦敦干毡酒 杜松子露酒BOMBAY SAPPHIRE GIN,75.00,,,,,,223,1361
104,http://item.taobao.com/item.htm?id=20472571543,马天尼阿斯蒂起泡葡萄酒 甜型气泡martini Asti意大利新包装正品,61.00,,,,,,175,513
105,http://item.taobao.com/item.htm?id=601388472684,正品行货 德国进口野格鹿头酒圣鹿利口酒力娇700ml耶格网红款洋酒,168.00,,138.00,活动中,,"淘金币可抵4.14元
50元店铺优惠券，满1088元可用 领取
20元店铺优惠券，满450元可用 领取
满1件,送赠品,满2件,送赠品,满3件,送赠品,满4件,送赠品,满5件,送赠品",259,2554
106,http://item.taobao.com/item.htm?id=602306727071,美国进口Jack Daniels whiskey杰克丹尼田纳西州威士忌 黑杰克,228.00-288.00,,128.00-188.00,惊喜价,,"30元店铺优惠券，满400元可用 领取
15元店铺优惠券，满200元可用 领取",148,1101
107,http://item.taobao.com/item.htm?id=563269298606,小酒版 蛋糕装饰摆件 杰克丹尼威士忌50ml JACK DANIEL'S 玻璃瓶,8.00-17.40,,,,,"淘金币最高可抵商品价 3%
30元店铺优惠券，满400元可用 领取
15元店铺优惠券，满200元可用 领取",227,282
108,http://item.taobao.com/item.htm?id=38276981871,美国进口行货杰克丹尼田纳西州威士忌700mL 杰克丹尼蜂蜜组合可选,59.00-418.00,,59.00-418.00,活动促销,,"淘金币可抵1.77元
30元店铺优惠券，满699元可用 领取
20元店铺优惠券，满499元可用 领取",250,3243
109,http://item.taobao.com/item.htm?id=553337012180,百加得白朗姆750ml 百家得白超级朗姆百加得朗姆酒烘焙新包装40度,58.50,,,,,,118,73
110,http://item.taobao.com/item.htm?id=538815126677,进口洋酒 BACARDI 百加得黑朗姆酒750ml 兰姆酒烘培鸡尾酒,65.00,,,,,,292,334
111,http://item.taobao.com/item.htm?id=15840784794,启德鸡尾酒Bacardi百加得白朗姆酒洋酒烘焙莫吉托mojito 750ml,66.00,,,,,"淘金币可抵1.98元
30元店铺优惠券，满700元可用 领取
20元店铺优惠券，满500元可用 领取",188,1005
112,http://item.taobao.com/item.htm?id=587560202858,洋酒酒版杰克丹尼威士忌小酒版小酒伴50mL玻璃瓶蛋糕装饰烘培摆件,18.00,,,,,,211,214
113,http://item.taobao.com/item.htm?id=571962528698,洋酒酒版杰克丹尼酒版威士忌 50mL小酒伴玻璃瓶 蛋糕装饰摆件小酒,18.50,,,,,,144,146
114,http://item.taobao.com/item.htm?id=599206136000,白占边波本威士忌 金宾嗨棒 美国原装进口洋酒基酒750ml 正品行货,288.00,,88.00,优惠价,,"200元店铺优惠券，满2000元可用 领取
120元店铺优惠券，满1200元可用 领取
每满88减10",68,1088
115,http://item.taobao.com/item.htm?id=575184206316,【楠希小馆】杰克丹尼威士忌酒 JackDaniels威士忌700ml 进口洋酒,289.00,,158.00,专属优惠,,,117,1130
116,http://item.taobao.com/item.htm?id=601701681925,德国野格恶魔鹿头酒利口酒力娇酒圣鹿野葛酒耶格酒700ml,228.00-298.00,,138.00-228.00,超值优惠,,,44,2420
117,http://item.taobao.com/item.htm?id=19238636987,正品行货英国进口洋酒 孟买蓝宝石金酒 Bombay杜松子酒750ml 琴酒,72.00,,,,,"淘金币可抵2.16元
30元店铺优惠券，满699元可用 领取
20元店铺优惠券，满499元可用 领取",70,214
118,http://item.taobao.com/item.htm?id=592240448157,洋酒美国原装进口杰克丹尼威士忌JACK whiskey 700ml包邮,186.00,,118.00,让利促销,,淘金币可抵2.36元,73,91
119,http://item.taobao.com/item.htm?id=593850498392,日本进口洋酒SUNTORY角牌嗨棒三得利角瓶调和威士忌700ml1.92L,316.00-588.00,,168.00-358.00,火爆促销,,,71,419
120,http://item.taobao.com/item.htm?id=598184656737,【买1赠5】德国原瓶进口洋酒 野格圣鹿利口酒力娇酒正品行货700ml,198.00-228.00,,138.00-168.00,优惠促销,,"淘金币可抵4.14元
25元店铺优惠券，满400元可用 领取
10元店铺优惠券，满200元可用 领取",101,1856
121,http://item.taobao.com/item.htm?id=13665056078,洋酒原装进口杰克丹尼田纳西州威士忌JACK DANIELS700ml,120.00,,,,,"淘金币可抵2.40元
20元店铺优惠券，满998元可用 领取
15元店铺优惠券，满499元可用 领取",104,661
122,http://item.taobao.com/item.htm?id=607181340870,现货野格利口酒圣鹿力娇酒鹿头德国进口洋酒正品行货700ml,399.00,,138.00,优惠价,,"淘金币可抵4.14元
200元店铺优惠券，满2000元可用 领取
120元店铺优惠券，满1200元可用 领取
满1件,送赠品,满2件,送赠品,满3件,送赠品,满4件,送赠品",118,2829
123,http://item.taobao.com/item.htm?id=595147880848,老宋的微醺23点 美国进口杰克丹尼田纳西州威士忌 700ml/瓶,270.00-596.00,,158.00-298.00,新品促销,,淘金币可抵4.74元,115,1004
124,http://item.taobao.com/item.htm?id=569805560608,酒百加得白朗姆酒百加得超级朗姆酒BACARDI RUM750ml百家得原装,66.00,,55.00,惊喜价,,,73,217
125,http://item.taobao.com/item.htm?id=595151148187,老宋的微醺23点 英国原装进口孟买蓝宝石金酒金汤力鸡尾洋酒750ml,128.00,,97.00,超值优惠,,淘金币可抵2.91元,90,603
126,http://item.taobao.com/item.htm?id=595473291749,三得利六精酿金酒 6 杜松子酒 日本 Suntory Roku Gin,290.00,,,,,,155,264
127,http://item.taobao.com/item.htm?id=571632567682,正品杰克丹尼田纳西州威士忌 小酒伴 50mL 玻璃瓶 蛋糕装饰,18.50,,,,,,133,79
128,http://item.taobao.com/item.htm?id=538955916793,百加得白朗姆酒750ml超级朗姆酒鸡尾酒烘焙BACARDI40度进口洋酒,57.00,,,,,,97,665
129,http://item.taobao.com/item.htm?id=15940338208,洋酒百加得白朗姆酒百加得超级朗姆酒 BACARDI RUM Mojito 莫吉托,80.25,,66.00,同行评分高,,,81,281
130,http://item.taobao.com/item.htm?id=14670826986,洋酒 百加得黑朗姆酒 百家得黑朗姆酒BACARDI BLACK RUM750ML,60.00,,,,,"淘金币可抵1.20元
20元店铺优惠券，满998元可用 领取
15元店铺优惠券，满499元可用 领取",85,243
131,http://item.taobao.com/item.htm?id=15390999296,百加得黑朗姆酒750ml 进口洋酒烈酒兰姆酒鸡尾酒烘焙正品行货,124.00,,69.00,促销活动,,,81,301
132,http://item.taobao.com/item.htm?id=546186792801,艾柏迪12年单一麦芽苏格兰威士忌 ABERFELDY 艾伯迪原装进口 洋酒,223.00,,,,,,30,261
133,http://item.taobao.com/item.htm?id=602985002338,野格酒礼盒正品行货德国进口洋酒利口酒正品行货700ml*2瓶礼盒,398.00,,298.00,优惠促销,,淘金币可抵8.94元,49,153
134,http://item.taobao.com/item.htm?id=36882811822,百加得白朗姆酒50ml芝士蛋糕 提拉米苏原料家用烘焙调味酒原装,9.70,,,,,,54,420
135,http://item.taobao.com/item.htm?id=598369771240,现货德国野格鹿头酒1/2支装700ml圣鹿力娇利口酒野葛耶格小瓶洋酒,138.00-276.00,,,,,"淘金币最高可抵商品价 3%
50元店铺优惠券，满1088元可用 领取
20元店铺优惠券，满450元可用 领取",40,298
136,http://item.taobao.com/item.htm?id=543779676003,【楠希小馆】孟买蓝宝石金酒 杜松子酒 英国洋酒琴酒 鸡尾酒基酒,118.00,,108.00,专属优惠,,,48,353
137,http://item.taobao.com/item.htm?id=594327557620,AULTMORE欧摩12年YO单一麦芽苏格兰威士忌英国进口洋酒正品,786.00,,338.00,热卖促销,,,46,254
138,http://item.taobao.com/item.htm?id=602271818032,三得利角瓶威士忌 角牌 烈酒 SUNTORY 日本进口洋酒700ml,169.00,,,,,,55,416
139,http://item.taobao.com/item.htm?id=611003725419,现货正品行货 德国进口洋酒野格圣鹿小瓶酒利口酒力娇酒700+200ml,79.00-198.00,,49.00-168.00,惊喜价,,"淘金币可抵1.47元
30元店铺优惠券，满400元可用 领取
15元店铺优惠券，满200元可用 领取",45,953
140,http://item.taobao.com/item.htm?id=15841272422,启德朗姆酒Bacardi百加得40度进口750ml烘焙调酒mojito莫吉托,75.00,,63.00,夏季热卖,,"淘金币可抵1.89元
30元店铺优惠券，满700元可用 领取
20元店铺优惠券，满500元可用 领取",35,145
141,http://item.taobao.com/item.htm?id=535834678539,Bacardi百加得白朗姆酒50ML装提拉米苏松露巧克力烘焙原料调味酒,14.80,,,,,"淘金币可抵0.29元
10元店铺优惠券，满188元可用 领取
5元店铺优惠券，满128元可用 领取
满58,享部分地区包邮",26,279
142,http://item.taobao.com/item.htm?id=18501431943,启德洋酒三得利角牌SUNTORY角瓶调配威士忌嗨棒日本进口烈酒700ml,168.00,,,,,"淘金币可抵5.04元
30元店铺优惠券，满700元可用 领取
20元店铺优惠券，满500元可用 领取",25,129
143,http://item.taobao.com/item.htm?id=584730152391,莫之缘百加得白朗姆酒50mL小瓶分装洋酒基酒烈酒烘培调酒鸡尾酒,10.00,,,,,"淘金币可抵0.30元
满79,享部分地区包邮,送赠品",24,244
144,http://item.taobao.com/item.htm?id=601486494182,培恩银樽龙舌兰酒 PATRON TEQUILA SILVER 墨西哥进口 特基拉洋酒,315.00,,,,,,19,146
145,http://item.taobao.com/item.htm?id=564145315109,洋酒Aultmore 12Years 欧摩12年斯贝塞单一麦芽苏格兰威士忌 正品,488.00,,318.00,促销活动,,,14,43
146,http://item.taobao.com/item.htm?id=602539981460,AULTMORE欧摩12年YO单一麦芽苏格兰威士忌 700ml 正品,295.00,,,,,,16,62
147,http://item.taobao.com/item.htm?id=599772209966,安森推荐 波本威士忌 金宾美国进口酒洋酒,118.00-198.00,,58.00-158.00,抢购价,,,17,340
148,http://item.taobao.com/item.htm?id=595781632446,百加得白朗姆酒 超级白朗姆酒调酒基酒莫吉托烘焙鸡尾酒洋酒750ml,66.00,,55.00,优惠价,,,1,36
149,http://item.taobao.com/item.htm?id=17200103725,洋酒 百加得黑朗姆酒 百家得黑朗姆酒BACARDI BLACK RUM750ML原装,100.00,,80.00,同行评分高,,,12,128
150,http://item.taobao.com/item.htm?id=604527307902,爱尔兰进口洋酒 Cocalero 开口乐利口酒 力娇酒 配制酒 700ml,288.00,,178.00,惊喜价,,"淘金币可抵5.34元
30元店铺优惠券，满400元可用 领取
15元店铺优惠券，满200元可用 领取",10,72
151,http://item.taobao.com/item.htm?id=545149931934,孟买金酒（Bombay）洋酒 孟买蓝宝石金酒 750ml 原装进口鸡尾酒,120.00,,85.00,惊喜价,,5元店铺优惠券，满499元可用 领取,14,103
152,http://item.taobao.com/item.htm?id=613097165079,百加得黑朗姆 BACARDI Black鸡尾酒基酒 烘焙 洋酒 超级兰姆酒,67.00,,,,,,11,108
153,http://item.taobao.com/item.htm?id=40707062007,洋酒 三得利角瓶威士忌SUNTORY 角牌日本威士忌 鸡尾酒调酒700ml,176.00,,168.00,专属优惠,,,9,119
154,http://item.taobao.com/item.htm?id=565172834126,[行货]百加得白朗姆酒Bacardi百加得朗姆酒烘焙鸡尾酒莫吉托750ml,54.00,,,,,淘金币可抵1.08元,9,96
155,http://item.taobao.com/item.htm?id=567696407244,拍立减洋酒日本原瓶进口三得利六精酿金酒Roku Gin6种药材700ml,320.00,,,,,"淘金币可抵6.40元
满220减10",2,19
156,http://item.taobao.com/item.htm?id=587493124888,倾酌 金宾Jim Beam 白占边波本威士忌750ml 美国进口洋酒正品行货,85.00,,,,,"200元店铺优惠券，满2000元可用 领取
150元店铺优惠券，满1500元可用 领取
满1件,送赠品",8,91
157,http://item.taobao.com/item.htm?id=20187415903,朗姆酒 百加得黑朗姆酒 爱情公寓同款 750ml 正品百家得黑新包装,68.00,,,,,,4,83
158,http://item.taobao.com/item.htm?id=570184547047,（40度）双响炮 洋酒包邮BACARDI white百加得白朗姆酒750ML*2瓶,110.00,,,,,,7,37
159,http://item.taobao.com/item.htm?id=567477844007,行货日本进口洋酒三得利六金酒 Roku Gin6精酿金酒,349.00,,,,,5元店铺优惠券，满199元可用 领取,8,138
160,http://item.taobao.com/item.htm?id=588800341127,日本正规进口三得利SUNTORY角瓶威士忌角牌嗨棒促销洋酒烈酒700ml,168.00,,,,,每满168减10,8,299
161,http://item.taobao.com/item.htm?id=559509904650,进口洋酒 艾柏迪12年单一麦芽苏格兰威士忌 艾伯迪橡木桶限量洋酒,418.00,,245.00,促销活动,,,11,33
162,http://item.taobao.com/item.htm?id=39057953550,格兰杰12年雪莉酒桶窖藏单一麦芽威士忌Glenmorangie Lasanta,302.00,,280.00,促销活动,,"淘金币可抵5.60元
20元店铺优惠券，满998元可用 领取
15元店铺优惠券，满499元可用 领取",12,182
163,http://item.taobao.com/item.htm?id=601903637169,洋酒 马天尼阿斯蒂起泡葡萄酒MARTINI ASTI香槟起泡酒甜汽泡,68.00,,,,,,8,91
164,http://item.taobao.com/item.htm?id=570449351701,孟买金酒（Bombay）洋酒 孟买蓝宝石金酒 750ml 原装进口鸡尾酒,72.00,,,,,,8,30
165,http://item.taobao.com/item.htm?id=595744793519,AULTMORE欧摩12年YO单一麦芽苏格兰威士忌英国进口洋酒,380.00,,,,,,3,131
166,http://item.taobao.com/item.htm?id=545090850781,（40度）双响炮 洋酒包邮BACARDI white百加得白朗姆酒750ML*2瓶,110.00,,,,,5元店铺优惠券，满499元可用 领取,8,53
167,http://item.taobao.com/item.htm?id=555608352564,正品进口洋酒版美国杰克丹尼50ml威士忌小样塑料小瓶迷你烘焙收藏,25.60,,,,,,4,37
168,http://item.taobao.com/item.htm?id=600827190716,Suntory三得利 角瓶威士忌酒角牌嗨棒 日本原装进口洋酒700ml现货,288.00,,168.00,卖家优惠,,,0,163
169,http://item.taobao.com/item.htm?id=542346669452,新闺蜜时代同款酒martini asti马天尼起泡酒/甜气泡酒送2杯子,99.00,,90.00,爆款促销,,,2,33
170,http://item.taobao.com/item.htm?id=545886090435,ABERFELDY艾伯迪 艾柏迪12年单一麦芽苏格兰威士忌限量装瓶 包邮,354.29,,248.00,惊喜价,,,5,49
171,http://item.taobao.com/item.htm?id=603383418358,欧摩12年 AULTMORE斯贝塞单一麦芽威士忌洋酒奥特摩 非冷凝,305.00,,,,,,2,61
172,http://item.taobao.com/item.htm?id=540788254367,送香槟杯意大利进口马天尼起泡酒moscato d asti甜白气泡酒葡萄酒,168.00,,85.00,专属优惠,,"淘金币可抵2.55元
100元店铺优惠券，满1080元可用 领取
60元店铺优惠券，满600元可用 领取",3,7
173,http://item.taobao.com/item.htm?id=599876167278,AULTMORE欧摩12年YO单一麦芽苏格兰威士忌英国进口洋酒正品,315.00,,,,,"30元店铺优惠券，满2000元可用 领取
10元店铺优惠券，满1000元可用 领取
满850减60",3,78
174,http://item.taobao.com/item.htm?id=596898215918,百加得白朗姆酒50ml芝士蛋糕 提拉米苏原料家用烘焙调味酒原装,11.60,,,,,"满98,享部分地区包邮",3,45
175,http://item.taobao.com/item.htm?id=40113696779,百加得黑朗姆酒 百家得BACARDI BLACK RUM 超级朗姆 洋酒 750ML,69.00,,,,,,3,6
176,http://item.taobao.com/item.htm?id=568709877209,（40度）双响炮 洋酒 BACARDI white 百加得白朗姆酒750ML*2瓶,127.00,,115.00,惊喜价,,"10元店铺优惠券，满1000元可用 领取
5元店铺优惠券，满599元可用 领取",7,3
177,http://item.taobao.com/item.htm?id=589800588238,进口意大利马天尼阿斯蒂起泡酒香槟asti白葡萄酒750ml甜高泡好喝,180.00,,74.00,冲量促销,,淘金币可抵1.48元,1,16
178,http://item.taobao.com/item.htm?id=38599212719,培恩银樽龙舌兰 Patron SILVER Tequila 墨西哥原装进口洋酒,260.00,,,,,,2,99
179,http://item.taobao.com/item.htm?id=584918469218,莫之缘杰克丹尼田纳西州威士忌50mL小瓶分装洋酒基酒调酒鸡尾酒,15.00,,,,,"淘金币可抵0.45元
满79,享部分地区包邮,送赠品",3,43
180,http://item.taobao.com/item.htm?id=605185292442,洋酒 日本原装三得利角瓶威士忌 角牌SUNTORY 原装进口700ml,168.00,,,,,,5,16
181,http://item.taobao.com/item.htm?id=561430675741,Aberfeldy 12YO 艾柏迪12年单一麦芽苏格兰威士忌 艾伯迪洋酒,316.00,,,,,,3,53
182,http://item.taobao.com/item.htm?id=598870074765,洋酒 艾柏迪12年单一麦芽苏格兰威士忌 ABERFELDY 艾伯迪原装进口,264.00,,,,,"淘金币可抵7.92元
30元店铺优惠券，满700元可用 领取
20元店铺优惠券，满500元可用 领取",0,62
183,http://item.taobao.com/item.htm?id=613313292075,【正品行货】三得利六精酿金酒ROKU GIN酒基酒 日本进口洋酒700ml,368.00,,348.00,专属优惠,,"60元店铺优惠券，满600元可用 领取
40元店铺优惠券，满400元可用 领取",0,160
184,http://item.taobao.com/item.htm?id=613718954451,德国进口洋酒YEGE鹿头酒利口酒YEGE56版正品700毫升瓶装力娇酒,138.00,,118.00,优惠促销,,,1,287
185,http://item.taobao.com/item.htm?id=609804890690,爱尔兰力娇酒 COCALERO 开口乐利口酒700ml29度 日韩夜店新宠洋酒,155.00,,,,,,0,102
186,http://item.taobao.com/item.htm?id=599496278315,2支装#德国野格圣鹿酒利口酒力娇酒正品行货洋酒700ml 送鹿头杯子,336.00,,276.00,优惠促销,,"淘金币可抵8.28元
25元店铺优惠券，满400元可用 领取
10元店铺优惠券，满200元可用 领取",1,18
187,http://item.taobao.com/item.htm?id=609987570692,烘焙原料百加得进口白朗姆酒芝士蛋糕 提拉米苏吐司用料 50ml原装,12.80,,,,,,1,18
188,http://item.taobao.com/item.htm?id=581027980663,百加得白朗姆酒小瓶酒版50ml烘焙调味酒芝士蛋糕提拉米苏原料配料,13.90,,,,,,2,360
189,http://item.taobao.com/item.htm?id=544109202208,嘉嘉烘焙百加得白 朗姆酒 50ML原装进口洋酒超级朗姆酒鸡尾酒基酒,14.00,,,,,,0,2
190,http://item.taobao.com/item.htm?id=595855648519,Bacardi 百加得 白朗姆酒 750ml 调酒烘焙莫吉托鸡尾酒洋酒2只装,132.00,,108.00,优惠价,,,0,7
